SK_ID_CURR,TARGET
100001,0.11385242967331392
100005,0.07093693075212798
100013,0.009179475167546303
100028,0.009035656119900003
100038,0.048594595595495664
100042,0.001097289824563547
100057,0.08762188363217609
100065,0.13429810224756894
100066,0.056034409873398965
100067,0.12066130894615887
100074,0.11320960249511614
100090,0.08005755439484236
100091,0.10180114540767736
100092,0.07693257860672527
100106,0.1259278318544198
100107,0.1418860193449549
100109,0.02792121879239091
100117,0.17980077346825488
100128,0.07537163344872759
100141,0.0835871581984486
100150,0.10391528181583998
100168,0.0023767372893959506
100169,0.08551332461757058
100170,0.0382182698453418
100171,0.05283985711740754
100172,0.2284924571142895
100184,0.20188597334151331
100187,0.05831298804421401
100212,0.13815717438993727
100222,0.011501303884293561
100223,0.07028528158473867
100232,0.15676712965883696
100241,0.2809268947916372
100245,0.15573451489721024
100253,0.039073026039473824
100256,0.18992727415871433
100271,0.003436241390662193
100278,0.07886214400356581
100280,0.015265448507560554
100306,0.16509718834789827
100311,0.05464742521440992
100312,0.11040427307860518
100330,0.06326277177015502
100331,0.042444760473067854
100352,0.07014453583208974
100358,0.03288081249636941
100367,0.04619495530770502
100382,0.09937099149677348
100384,0.11884758975345698
100385,0.011570354181905128
100386,0.14966042800502533
100399,0.00948948408738033
100404,0.00612293868535962
100416,0.06047316033302937
100422,0.11729364707903327
100426,0.003934223370928327
100438,0.106384038639873
100444,0.11022382555667706
100445,0.25123957229334554
100446,0.11662713960383157
100447,0.19874303592194034
100450,0.25938842948712443
100466,0.09767013746921659
100483,0.03330541691032835
100484,0.020674964959091144
100494,0.04344703463806714
100510,0.050514167958352535
100512,0.19052364036431263
100517,0.03444999398565935
100548,0.20026390684499706
100551,0.1289089512556464
100552,0.07155008518499252
100553,0.10060239752439099
100561,0.10347764556529522
100568,0.19456700115773426
100569,0.010126654908863723
100591,0.14934163770000664
100592,0.08145445644119655
100602,0.14776214877912494
100607,0.09747808857254078
100613,0.1760904284985258
100617,0.15564486309184755
100618,0.0827582536514552
100622,0.15524168038430053
100625,0.04970785832018552
100677,0.10550571964928328
100699,0.08334974261401117
100702,0.14089290296333298
100711,0.0018506550560474816
100729,0.22465510398219574
100740,0.2598939813834797
100744,0.16839808357317232
100745,0.05207312707294091
100747,0.010905610330419528
100751,0.05513153237787147
100752,0.03539108182013223
100753,0.10000981140266803
100754,0.18105118898875536
100760,0.09649435573173336
100762,0.06441887942144868
100763,0.12804203709169915
100765,0.10458282494364612
100770,0.06298142233147105
100772,0.027820999682882337
100777,0.011035476806399535
100791,0.11132703570111438
100792,0.24346417636698153
100797,0.00659909302702732
100823,0.05777018304271952
100826,0.10831770903430239
100830,0.10889176718591126
100836,0.18777141504265416
100872,0.0905773007804827
100910,0.1703880242093377
100913,0.0633964055674532
100918,0.19655457368278756
100931,0.06318903259358674
100952,0.04135151312549657
100953,0.06673733365395633
100965,0.241581656591861
100970,0.13529466790219502
100982,0.17506724945589064
100983,0.05311210907835889
100984,0.051137316064842835
100987,0.01857139889207277
100997,0.11482485213865339
100998,0.09692210873051953
101002,0.18425984918933602
101005,0.03668250265128964
101008,0.13326729336197096
101020,0.21459646099870855
101021,0.03277456836403939
101024,0.01048083537463439
101025,0.08255819770833633
101026,0.050890458690044944
101031,0.11284623117434704
101041,0.11783031940989687
101051,0.04645186571944879
101055,0.2775986253447183
101056,0.16478949053390193
101057,0.19376455179382251
101064,0.21355622360147716
101079,0.1596009599229091
101087,0.021732318933754637
101090,0.14288192540040529
101092,0.05265788411547238
101097,0.1477031652706186
101099,0.18518363353705244
101107,0.08694052980505985
101118,0.10014995790911531
101125,0.038289172987350774
101126,0.10580609687609648
101128,0.003418370386268859
101136,0.2137334263476494
101140,0.030935595172404205
101149,0.11563860785933804
101160,0.06421718981792938
101169,0.03631233007280812
101181,0.020330570342442695
101186,0.09451820263808469
101190,0.13030530849302754
101193,0.2327255576547827
101194,0.13616841441242916
101198,0.07727780242693218
101200,0.005028425479934839
101204,0.06578737463801429
101211,0.10566262756249895
101213,0.132612752142597
101223,0.1589710979243531
101225,0.09526438254801033
101237,0.17204786075237602
101243,0.20467484839436303
101244,0.1286638625279084
101258,0.0617419533006132
101259,0.15904296578278365
101268,0.08490925002549533
101269,0.17027003048579692
101271,0.005266847039582297
101279,0.21181610682254026
101281,0.07591878349715288
101287,0.06113875889081218
101292,0.16811700155243012
101294,0.03776544196212503
101296,0.12997506870711845
101297,0.12646090057782203
101299,0.014226784864240616
101301,0.12974417076797587
101305,0.19264959988280445
101308,0.010029381243550026
101318,0.17176472644607088
101327,0.04053772595914662
101329,0.1747369395859964
101332,0.14189802358955353
101337,0.058263551165503885
101343,0.014637379599622498
101345,0.31449708388209685
101346,0.011259726743055604
101353,0.013752272293803013
101354,0.22551026622441825
101355,0.03211168904099542
101356,0.12859096486211757
101362,0.11269256062559078
101363,0.02732860539134633
101365,0.014347389325997805
101366,0.16837812048459833
101367,0.23677016390899805
101368,0.004327520123746135
101374,0.05175004645104599
101380,0.04043250075212162
101383,0.14836199232798816
101398,0.06887530253993375
101399,0.078264162790082
101401,0.06392133596223513
101412,0.15833013469394694
101426,0.043999563385619805
101427,0.05683214090121934
101428,0.14006162417646992
101429,0.17623655616820597
101434,0.11724262834913086
101440,0.1440545913135812
101448,0.08674485083943909
101449,0.08517903595401627
101465,0.12136550479798383
101467,0.19000200734930778
101472,0.2176605974815455
101478,0.12274080519601453
101497,0.03520412252430853
101504,0.02235297442168645
101547,0.03033716676367777
101548,0.08036136343491157
101555,0.14936578390918673
101570,0.11069693584061618
101572,0.06309255548111069
101578,0.24536183458987815
101580,0.30648935187809856
101588,0.19600873476523162
101602,0.1568110569478334
101610,0.07927736474483592
101614,0.02895305149846595
101616,0.27624663094851565
101643,0.09423526227451318
101644,0.0026789901009836975
101649,0.02061344577009406
101650,0.16347528220476706
101665,0.15342873921193134
101667,0.18170588680955987
101669,0.24174114359575705
101674,0.09545398945274845
101675,0.0780728576402575
101678,0.04171353597360359
101682,0.22514817984552193
101686,0.23720837956221433
101697,0.11551563143915468
101700,0.05598260175463921
101711,0.14549406654864286
101714,0.088460849844361
101715,0.17655324508331793
101728,0.038837277336815086
101732,0.13314929504220688
101757,0.16094843679497778
101758,0.1398568465090236
101759,0.09740338190337043
101762,0.0007466329356569352
101764,0.09623088130438676
101780,0.08800948629372395
101784,0.010658354156129382
101789,0.006731881393360136
101816,0.16527386731047028
101819,0.1821562070321019
101827,0.2002005017549444
101863,0.0504076457298972
101867,0.031669437858273884
101870,0.022900552558508112
101873,0.14054214353605193
101878,0.06422756274213988
101879,0.04862291993973711
101880,0.022197236696473402
101887,0.06601778309811358
101897,0.1456735725402247
101901,0.15341523304571777
101903,0.13913047549540591
101920,0.0010809030949438276
101921,0.024692610581387695
101922,0.20101796652450088
101961,0.15986461025726265
101962,0.09565800211265482
101971,0.07050099690586804
101976,0.12941506272138992
102002,0.032926286978220025
102005,0.04067797957170738
102007,0.09037398565325179
102017,0.046715049994293906
102019,0.15436902147229878
102029,0.0942999335621321
102051,0.10664722208331177
102052,0.15535731254537197
102054,0.011578599998631811
102062,0.06865809147127802
102067,0.11157067848903184
102068,0.13123965559307718
102070,0.03902868020844221
102090,0.14453881094156654
102092,0.1544931954455761
102099,0.1391888442785759
102100,0.015194523737653277
102112,0.0833119690699059
102113,0.24723872503086633
102122,0.007110761739199394
102123,0.001114005427640234
102125,0.06723598458251978
102126,0.10344657803906135
102146,0.20696225949800645
102147,0.007781868931970272
102151,0.11255106473533875
102158,0.01775408198808993
102159,0.15353432168576192
102162,0.09160905814737101
102165,0.012356433232127921
102166,0.0651181080931136
102174,0.1580852717770838
102193,0.11596420954928954
102198,0.14481237669137198
102205,0.024447963247058193
102206,0.010747117593138041
102218,0.102153415898206
102221,0.06119181395686065
102230,0.06949636300270001
102238,0.015961141696588063
102248,0.023272785507038596
102252,0.09923002546945794
102259,0.18561606049948157
102262,0.05648418518185484
102273,0.18043221692798775
102286,0.13060954094322808
102293,0.137274378608563
102294,0.10555885166732282
102296,0.02906149895346222
102298,0.18007020068596838
102303,0.0020812733329853795
102309,0.08528628715210715
102315,0.12185560321586278
102340,0.14612708594357623
102342,0.17251024765433878
102344,0.1269356245498196
102346,0.10506593733406681
102347,0.24622449428040868
102374,0.001019842595980189
102380,0.034481143004012546
102387,0.08194148996390933
102393,0.1000534401233572
102403,0.15632036509289424
102413,0.08091736567512796
102414,0.007574026661533439
102415,0.0142978167463351
102416,0.053871825200747764
102439,0.23477734167537886
102441,0.0764009911988731
102443,0.08750054804188036
102444,0.07173988176536918
102445,0.20822982498099218
102448,0.07616050943086264
102449,0.018411005050348424
102450,0.021283118708881672
102456,0.09745330085446667
102458,0.028061824841241846
102459,0.043157745891629816
102465,0.007286711314344659
102470,0.21865339750159335
102471,0.12541212012403077
102475,0.061145374424034796
102476,0.05712254360640478
102506,0.07962103948371273
102509,0.013696044260059052
102519,0.1986572959556799
102522,0.019894139732192537
102545,0.04362857487005239
102549,0.2877357668614022
102562,0.015028683821794038
102563,0.03344348852456997
102568,0.13863786470217498
102582,0.16750143632322242
102592,0.13617882061213488
102597,0.18708975277547868
102605,0.16463427843420084
102614,0.037584108618948835
102617,0.11664036479533257
102634,0.10654606528939607
102652,0.03486583557262121
102655,0.006418357963878976
102671,0.09853484075823492
102694,0.11428737258511962
102701,0.2290114926355407
102703,0.13060629863370116
102704,0.15809649372206866
102713,0.2276405112271382
102720,0.16110603594070302
102731,0.10952548117389325
102733,0.1674911630496202
102749,0.02135818139563768
102755,0.18378744176604733
102763,0.033455616079079056
102770,0.2741368210518688
102772,0.049454529194214406
102799,0.22020862865497065
102838,0.04655006940419602
102854,0.2465990284074865
102862,0.036344752080606675
102863,0.03819723185511183
102867,0.04868526797022052
102868,0.05501890698946424
102878,0.053826045232779535
102887,0.08461868897929226
102898,0.046268626230761556
102904,0.09439661134550209
102912,0.052648068897149035
102919,0.12323474619996301
102927,0.25200180549521467
102932,0.22720781392239936
102933,0.06972382964474458
102935,0.0250327977345434
102958,0.2308210045761395
102969,0.08318415696791989
102971,0.07868569793200009
102975,0.03593427850430175
102979,0.11895199119767338
102982,0.024293886411782623
102987,0.027036614455101995
102989,0.21272785513253228
102995,0.09160933464373401
102996,0.04615856528447508
103000,0.08070103544337362
103001,0.04609366032913261
103004,0.09539477529030535
103010,0.045418335275543134
103025,0.09298399648862116
103029,0.21559942163345314
103046,0.029224113883963336
103056,0.10151517022889721
103062,0.035110449805066356
103078,0.03575274813327396
103083,0.029660221727562244
103092,0.017062155821051247
103096,0.1066961856404073
103097,0.03862463645899395
103102,0.09041157214535642
103112,0.0461960436867783
103132,0.1602829399155217
103144,0.07242386667531822
103145,0.24387560727487445
103146,0.0788067657460184
103147,0.04627448332435368
103158,0.16764053234192958
103171,0.10836601391338588
103173,0.0953296896888339
103184,0.08191153188196239
103195,0.1111102825181481
103196,0.041817974074021366
103206,0.2252970889345447
103230,0.01361913105018413
103231,0.040042983701799734
103232,0.1765808410801582
103239,0.001252668447767307
103240,0.02251967308911418
103243,0.003134578082163971
103252,0.04412741627058905
103258,0.017419507223340718
103259,0.029486185620580325
103279,0.02779441872476955
103280,0.08072744356538888
103286,0.06205162361219535
103287,0.05946749270111944
103290,0.02404917882546822
103298,0.13909444037787122
103315,0.12662054384689866
103319,0.006940438775971455
103334,0.06067073451469187
103336,0.24327620756507054
103345,0.01821869544319458
103368,0.004608355994775865
103371,0.003973256853349786
103377,0.09105176581078482
103398,0.02699800963234998
103404,0.13615669518537032
103408,0.2976637788561639
103410,0.10181456246212278
103418,0.0019182987879321333
103420,0.14953846870749074
103432,0.020855856740987815
103433,0.24139628068209273
103436,0.008141057155041981
103440,0.10491650303853155
103453,0.14246152897052952
103459,0.008674679067813744
103460,0.04922863019664213
103461,0.08160701205789973
103462,0.15317018843274405
103473,0.2812576524222608
103474,0.06486917264187318
103475,0.20636426016492274
103478,0.29554834248534173
103480,0.03710140530384706
103484,0.008195217649525056
103494,0.07546272093638547
103513,0.04163836622888977
103515,0.12397551808261105
103516,0.2555245901894184
103525,0.016454237979924687
103541,0.009115821139176574
103544,0.007713574741893053
103562,0.09546706604699215
103570,0.10070762557777285
103572,0.17824831062723237
103574,0.03513276424062472
103575,0.07068130954113461
103591,0.19517044875535694
103594,0.1652467322147938
103609,0.048828695511455446
103613,0.06657506707256829
103614,0.18815656325753785
103615,0.09985834000390152
103624,0.04192738283310405
103625,0.13686980122358938
103628,0.07000280435589623
103629,0.11804819705553563
103647,0.06641054139529667
103648,0.0071075798644379675
103651,0.08761557200413882
103658,0.01656041446713946
103668,0.05356680270215159
103669,0.07578390603932714
103676,0.13508522579103957
103682,0.06566709932143648
103683,0.2723328721896768
103689,0.05250616052426215
103725,0.013750346079502106
103733,0.01760254715446062
103744,0.01893222384059593
103762,0.07558805477453007
103771,0.1440384935633083
103773,0.023791084497325983
103783,0.24867709761083748
103784,0.021243025671810245
103808,0.13547029656052256
103812,0.18325264440659533
103813,0.09833670778047542
103814,0.06268605154943138
103818,0.19030205200329972
103824,0.15042741145468505
103828,0.11844328327446664
103830,0.14520440275714827
103840,0.04121269151249584
103842,0.060440564287906895
103847,0.03773332280759604
103848,0.05962274403609721
103851,0.005719820675195821
103854,0.2597091541937265
103857,0.09461028205575533
103861,0.06132631712021805
103862,0.020134697957175488
103865,0.10575609521638692
103870,0.05106710691191877
103876,0.013701757157229136
103891,0.13819031249721989
103908,0.15715210080747274
103914,0.13813015432205245
103918,0.08281916619500339
103940,0.24018066725837317
103963,0.058834797939889834
103966,0.08519657882529846
103971,0.056801379642231704
103980,0.12860696590008563
103984,0.1953679291617955
103985,0.1254050879788947
103998,0.05876574553342382
104019,0.004894325670891253
104026,0.007760465384534039
104035,0.15383074888404738
104044,0.06438349841611027
104045,0.21764884628473272
104047,0.015374799930096264
104051,0.05661729292859339
104058,0.1456603245850733
104063,0.04114099884729235
104066,0.07689778096189728
104087,0.0029003608782573027
104089,0.06989199582558943
104095,0.10589619445213942
104098,0.04481141775201893
104104,0.16485212121255904
104110,0.08740492758836738
104120,0.2109927688046311
104122,0.04928785931080659
104131,0.01792746310018425
104132,0.29149729197148977
104135,0.1265508232089586
104136,0.019000326173987787
104149,0.049103084575366794
104150,0.11634287360408732
104156,0.12674237870306723
104165,0.025870354696900327
104175,0.27206561375895705
104179,0.00966034402712116
104184,0.0009581942576977774
104206,0.06689334249498817
104216,0.21951337262863016
104230,0.10377498318150219
104257,0.0013379383048198038
104272,0.026916506499586795
104273,0.035234857115398865
104278,0.26086745922127824
104294,0.1166071004288696
104295,0.21601781691880798
104297,0.08513399121689436
104298,0.2152376652581577
104308,0.08633871168802604
104318,0.17454892842914776
104319,0.030946577904988774
104320,0.07599738983335295
104327,0.15827712102993083
104334,0.17941554771095913
104344,0.08309974909363194
104350,0.2297683621626854
104351,0.16746796006227618
104354,0.08918408877013069
104369,0.14811204999229857
104376,0.03204559009093982
104381,0.0014802697693042876
104384,0.13294242664239472
104391,0.15035080239456503
104394,0.04540237354336509
104398,0.09933663290535248
104402,0.020210592140847836
104408,0.1897137416505206
104409,0.1161912926233953
104410,0.09462041934665205
104412,0.1770093352515912
104417,0.10965017759397422
104424,0.12981150338388212
104426,0.16577641199028276
104435,0.16615895024011434
104445,0.16799072660041445
104458,0.0003859801880971974
104460,0.039691196362027906
104466,0.0732729549836147
104472,0.023058728859905075
104473,0.12728886629917985
104479,0.12807020525310367
104480,0.013185893870279118
104482,0.2017775128267075
104499,0.0838639137383965
104501,0.11844381595953452
104502,0.018188392544837773
104506,0.1077101496694968
104510,0.03292145507202853
104512,0.07857902666241565
104520,0.08962083418242314
104528,0.05043841732357566
104529,0.12251474245090166
104541,0.12021027544258814
104578,0.0817864868635458
104584,0.04430817109538473
104588,0.12738049025952905
104602,0.16385211454124046
104610,0.12590080873224796
104611,0.0913919451478515
104618,0.05327486293967838
104620,0.12437760964316243
104622,0.2121101869636906
104624,0.09896921053210293
104625,0.18143042141616056
104634,0.10784522007239854
104639,0.10838575500544721
104646,0.008386485558770267
104647,0.07249214843255766
104652,0.002891707944910245
104670,0.1516882125577045
104677,0.19106476093722907
104685,0.03197571719699525
104691,0.11116431565638413
104696,0.1418128887738552
104699,0.12897161908986507
104712,0.2048641150718685
104714,0.3681043788627576
104717,0.1768168826034863
104718,0.014915368996073269
104740,0.06657666113831688
